mortality_key,mortality_label,bags_key,alive_count,dead_count,mortality_timestamp,mortality_notes,dead_bag,alive_returned
0f9f26ca,2024-4-29_MVP-LOLA-3,ab553cef,976,65,4/29/24 15:57,"37 tagged recovered, 1 dead, 1 loose tag",TRUE,235
b279eaa9,2024-4-29_MVP-NH-1,09dc7811,568,92,4/29/24 16:13,"40 tagged recovered, 4 dead",TRUE,235
31ef3989,2024-4-29_MVP-ME-3,f312af3f,880,163,4/29/24 16:29,"35 total tagged recovered, 4 dead, 6 loose tags",TRUE,235
5360ffc4,2024-4-29_MVP-LOLA-1,40d460cc,998,57,4/29/24 16:46,"38 tagged recovered, 1 loose tag",TRUE,235
6c54829c,2024-4-29_MVP-LARMIX-1,4ca2c33a,847,82,4/29/24 16:59,39 total tagged recovered,TRUE,235
9d255bda,2024-4-29_MVP-NH-3,6ab7c081,538,149,4/29/24 17:39,"41 total tagged recovered, 4 dead",TRUE,235
f7463f36,2024-4-29_MVP-SEEDMIX-3,0f94ce30,814,39,4/29/24 17:49,38 total tagged recovered,TRUE,235
7294abfd,2024-4-29_MVP-LARMIX-2,aa3c244b,983,98,4/29/24 18:03,"39 total tagged recovered, 1 loose tag",TRUE,235
779725cf,2024-4-29_MVP-SEEDMIX-1,7239feb5,1046,72,4/29/24 18:17,41 total tagged recovered,TRUE,235
a87d44f3,2024-4-29_MVP-LARMIX-3,ef48c3c3,933,84,4/29/24 16:57,"41 tot tagged recovered, 1 dead",TRUE,235
821b1a6f,2024-5-1_MVP-LA-1,7e8856d8,1366,32,5/1/24 18:46,"36 total tagged recovered; originally put 235 into bag, but taking out 35 to account for tagged",TRUE,235
1d809c9b,2024-5-1_MVP-DEBY-3,fd1a768b,1048,55,5/1/24 18:47,"41 total tagged recovered, 1 dead; 195 put back in bag",TRUE,235
dde6e6c4,2024-5-1_MVP-TX-1,2b6a3191,1249,40,5/1/24 18:48,39 total tagged recovered; 196 put back in bag,TRUE,235
0de820be,2024-5-1_MVP-DEBY-2,f280e828,934,38,5/1/24 18:49,"41 total tagged recovered, 1 dead; 195 put back in bag",TRUE,235
9303bb09,2024-5-1_MVP-FL-2,230dcc38,910,90,5/1/24 18:49,40 total tagged recovered; 195 put back,TRUE,235
16f22584,2024-5-1_MVP-DEBY-1,24d5645e,1253,152,5/1/24 18:51,"43 total tagged recovered, 2 dead; 194 put back; should be 41 tagged in this pop, something is funky (CHECK TOMORROW)",TRUE,235
41dc3418,2024-5-1_MVP-JR-2,58cf91df,493,24,5/1/24 18:52,"41 total tagged recovered, 194 put back",TRUE,235
a7dc3aba,2024-5-1_MVP-JR-3,6981f952,648,26,5/1/24 18:53,"43 total tagged recovered, 2 dead; 1 oyster with epoxy but no tag; 194 put back",TRUE,235
ac366e43,2024-5-1_MVP-LA-3,bbec9cf8,1385,15,5/1/24 18:56,"39 total tagged recovered, 1 loose tag; 196 put back",TRUE,235
1c70d8a3,2024-5-1_MVP-ME-1,29b9493b,491,41,5/1/24 18:56,"43 total tagged recovered, 1 dead, 1 loose tag; 193 put back",TRUE,235
dcfd9e02,2024-5-1_MVP-FL-3,e91a188c,924,139,5/1/24 18:57,"50 total tagged recovered, 5 dead; 190 put back",TRUE,235
f899f7d0,2024-5-1_MVP-ME-2,98db6a1d,334,40,5/1/24 18:58,"40 total tagged recovered, 2 dead, 1 loose tag; 197 put back",TRUE,235
05fcf351,2024-5-1_MVP-JR-1,3460d069,865,132,5/1/24 18:59,"38 total tagged recovered, 4 loose tags; 197 put back",TRUE,235
0e445e64,2024-5-1_MVP-FL-1,815e1dab,1137,114,5/1/24 19:00,"40 tot tagged recovered, 1 dead; 196 put back",TRUE,196
a7e16713,2024-5-1_MVP-TX-3,885f1c3e,1243,43,5/2/24 14:09,41 tot tagged recovered,,235
e6c9a840,2024-5-5_MVP-TX-4,eb43e468,1087,220,5/5/24 11:59,"39 tot tagged recovered, 1 dead; 197 returned",TRUE,235
02e6896c,2024-5-5_MVP-FL-6,f5f69186,1047,204,5/5/24 12:17,"40 tot tagged recovered, 3 dead; 198 returned",TRUE,235
d1e426ff,2024-5-5_MVP-SEEDMIX-6,8894d982,818,124,5/5/24 13:20,"40 tot tagged recovered, 3 dead; 198 returned",TRUE,235
2aad231e,2024-5-5_MVP-TX-6,2c1bf45d,1040,239,5/5/24 13:38,"39 tot tagged recovered, 2 dead; 198 returned",TRUE,235
45876242,2024-5-5_MVP-LARMIX-5,a222be71,742,43,5/5/24 13:48,"37 tagged recovered, 1 dead; 3 loose tags; 199 returned",TRUE,235
9844d318,2024-5-5_MVP-NH-5,d5555913,463,79,5/5/24 14:02,37 tot tagged recovered; 3 loose tags; 198 returned,TRUE,235
5f6fe26c,2024-5-5_MVP-LOLA-4,bd86970d,880,150,5/5/24 14:15,"40 tot tagged recovered, 1 dead; 196 returned",TRUE,235
ccbc0cc6,2024-5-5_MVP-ME-5,ca40eea6,701,118,5/5/24 14:27,38 tot tagged recovered; 2 loose tags; 197 returned,TRUE,235
4da75000,2024-5-5_MVP-LA-6,6a4a5efe,954,273,5/5/24 14:55,"40 tot tagged recovered, 2 dead; 197 returned",TRUE,235
3d7f6dac,2024-5-5_MVP-DEBY-4,16543236,1239,166,5/5/24 15:14,40 tot tagged recovered; 195 returned; no extras left on tray,TRUE,235
1e8e1a30,2024-5-5_MVP-LA-5,a9458a4a,978,180,5/5/24 15:40,40 tot tagged recovered; 195 returned,TRUE,235
5029d8d8,2024-5-5_MVP-ME-6,f0b7aeea,638,119,5/5/24 15:52,"37 tot tagged recovered, 1 dead; 3 loose tags; 199 returned; no extras put on tray",TRUE,235
7a01f565,2024-5-5_MVP-DEBY-5,15161707,1188,233,5/5/24 16:36,36 tot tagged recovered; 4 loose tags;,TRUE,235
7a978a16,2024-5-5_MVP-DEBY-6,c1ccef3e,903,68,5/5/24 16:50,40 tot tagged recovered; 195 returned,TRUE,235
9eccdd27,2024-5-5_MVP-JR-6,cac61fcc,784,114,5/5/24 17:03,"40 tot tagged recovered, 1 dead; 196 returned",TRUE,234
adc868b4,2024-5-7_MVP-LARMIX-6,5fb1d274,827,145,5/7/24 14:37,39 tot tagged recovered; 1 loose tag; 196 returned,TRUE,235
b4d3c464,2024-5-7_MVP-TX-5,459cb517,1100,301,5/7/24 14:58,40 tot tagged recovered; 195 returned,TRUE,235
db1e491a,2024-5-7_MVP-LOLA-5,b8b043b2,736,201,5/7/24 15:13,36 tot tagged recovered; 3 loose tags; 199 returned,TRUE,235
0d09ffe4,2024-5-7_MVP-SEEDMIX-4,8940e43d,769,204,5/7/24 15:28,"40 tot tagged recovered, 3 dead; 198 returned",TRUE,235
138f0ca7,2024-5-7_MVP-NH-6,26bf3141,211,39,5/7/24 15:39,"35 tot tagged recovered, 1 dead; 3 loose tags; 172 returned",TRUE,207
43828f81,2024-5-7_MVP-NH-4,b2afd5ee,246,16,5/7/24 15:59,"36 tot tagged recovered, 2 dead; 2 loose tags; 201 returned",TRUE,235
9d5c8919,2024-5-7_MVP-ME-4,12bc8d82,546,119,5/7/24 16:13,"39 tot tagged recovered, 1 dead; 2 loose tags; 197 returned",TRUE,235
e1652f16,2024-5-7_MVP-LA-4,100369ae,973,335,5/7/24 16:29,40 tot tagged recovered; 195 returned,TRUE,235
8a615202,2024-5-7_MVP-JR-4,ab963807,891,175,5/7/24 16:46,39 tot tagged recovered; 1 loose tag; 196 returned,TRUE,235
5d870523,2024-5-7_MVP-JR-5,8b476356,656,129,5/7/24 17:00,40 tot tagged recovered; 195 returned,TRUE,235
1e790b9a,2024-5-7_MVP-FL-5,78b3b60a,1079,180,5/7/24 17:15,"39 tot tagged recovered, 7 dead; 203 returned",TRUE,235
faffd408,2024-5-7_MVP-SEEDMIX-5,1a026d5b,796,185,5/7/24 17:43,"40 tot tagged recovered, 3 dead; 199 returned",TRUE,235
a9bf6002,2024-5-7_MVP-LARMIX-4,36a7a874,817,113,5/7/24 17:57,37 tot tagged recovered; 2 loose tags; 198 returned,TRUE,235
0c7f313c,2024-5-7_MVP-FL-4,214a10fd,1080,177,5/7/24 18:14,"44 tot tagged recovered, 5 dead; 196 returned",TRUE,235
e94222eb,2024-5-7_MVP-LOLA-6,a5917655,798,140,5/7/24 18:27,37 tot tagged recovered; 3 loose tags; 198 returned,TRUE,235
37a37e77,2024-11-6_MVP-LA-3,bbec9cf8,221,7,11/6/24 13:59,"36 tagged oysters found, 0 loose tags, 4 missing tags",TRUE,216
53b6f7c0,2024-11-6_MVP-SEEDMIX-2,05d8a409,195,17,11/6/24 14:47,"26 tagged oysters found, 11 loose tags, 3 missing tags",TRUE,190
163f48c3,2024-11-6_MVP-FL-3,e91a188c,214,13,11/6/24 15:08,"39 tagged oysters found, 1 loose tag, 10 missing tags",TRUE,209
1a65a1d6,2024-11-6_MVP-NH-1,09dc7811,86,107,11/6/24 15:31,"27 tagged oysters found, 2 loose tags, 11 missing tags",TRUE,81
dba36ebd,2024-11-6_MVP-JR-3,6981f952,213,25,11/6/24 15:51,"29 tagged oysters found, 4 loose tags, 11 missing tags",TRUE,208
eadad5f6,2024-11-6_MVP-LOLA-2,953be50c,211,14,11/6/24 16:03,"33 tagged oysters found, 2 loose tags, 5 missing tags",TRUE,206
fb6a7fb5,2024-11-6_MVP-JR-1,3460d069,187,14,11/6/24 16:13,"35 tagged oysters found, 0 loose tags, 9 missing tags",TRUE,182
28b4c740,2024-11-6_MVP-DEBY-3,fd1a768b,221,18,11/6/24 16:23,"37 tagged oysters found, 0 loose tags, 4 missing tags",TRUE,216
fefeea25,2024-11-6_MVP-TX-3,885f1c3e,210,26,11/6/24 16:38,"37 tagged oysters found, 0 loose tags, 5 missing tags",TRUE,205
ead283ab,2024-11-6_MVP-FL-1,815e1dab,189,25,11/6/24 19:22,"28 tagged oysters found, 8 loose tags, 6 missing tags",TRUE,184
bace7835,2024-11-6_MVP-FL-2,230dcc38,204,22,11/6/24 19:26,"39 tagged oysters found, 0 loose tags, 2 missing tags",TRUE,199
efb45701,2024-11-6_MVP-LARMIX-2,aa3c244b,188,33,11/6/24 19:45,"33 tagged oysters found, 5 loose tags, 2 missing tags",TRUE,183
4cd3d2d0,2024-11-6_MVP-ME-3,f312af3f,91,76,11/6/24 20:01,"18 tagged oysters found, 7 loose tags, 16 missing tags",TRUE,86
0d662b32,2024-11-6_MVP-DEBY-2,f280e828,207,21,11/6/24 20:12,"32 tagged oysters found, 5 loose tags, 4 missing tags",TRUE,202
2b351631,2024-11-6_MVP-LOLA-3,ab553cef,207,11,11/6/24 20:24,"34 tagged oysters found, 1 loose tag, 5 missing tags",TRUE,202
08d61e58,2024-11-6_MVP-NH-2,957bbb17,77,116,11/6/24 20:35,"31 tagged oysters found, 3 loose tags, 6 missing tags",TRUE,72
d2c962d0,2024-11-6_MVP-ME-2,98db6a1d,113,113,11/6/24 20:49,"33 tagged oysters found, 3 loose tags, 8 missing tags",TRUE,108
d751a04a,2024-11-6_MVP-LARMIX-3,ef48c3c3,169,57,11/6/24 21:00,"32 tagged oysters found, 6 loose tags, 3 missing tags",TRUE,164
03271b66,2024-11-6_MVP-TX-2,8fd17a9e,206,25,11/6/24 21:11,"35 tagged oysters found, 2 loose tags, 3 missing tags",TRUE,201
bdee5f8f,2024-11-6_MVP-SEEDMIX-3,0f94ce30,198,36,11/6/24 21:25,"36 tagged oysters found, 1 loose tag, 3 missing tags",TRUE,193
50425047,2024-11-7_MVP-SEEDMIX-1,7239feb5,172,39,11/7/24 8:57,"18 tagged oysters found, 14 loose tags, 7 missing tags",TRUE,167
d188d79c,2024-11-7_MVP-ME-1,29b9493b,43,167,11/7/24 9:08,"39 tagged oysters found, 2 loose tags, 0 missing tags",TRUE,38
dcf861f4,2024-11-7_MVP-JR-2,58cf91df,215,11,11/7/24 9:22,"31 tagged oysters found, 3 loose tags, 7 missing tags",TRUE,210
40e2d989,2024-11-7_MVP-LOLA-1,40d460cc,203,25,11/7/24 9:33,"33 tagged oysters found, 3 loose tags, 4 missing tags",TRUE,198
06fa3a5f,2024-11-7_MVP-TX-1,2b6a3191,174,58,11/7/24 9:45,"34 tagged oysters found, 2 loose tags, 4 missing tags",TRUE,169
8009d7df,2024-11-7_MVP-DEBY-1,24d5645e,199,25,11/7/24 10:25,"34 tagged oysters found, 0 loose tags, 7 missing tags",TRUE,194
ec7c0ba5,2024-11-7_MVP-LA-2,689525dd,229,5,11/7/24 10:37,"35 tagged oysters found, 2 loose tags, 3 missing tags",TRUE,224
c1302a65,2024-11-7_MVP-LA-1,7e8856d8,229,20,11/7/24 10:55,"35 tagged oysters found, 0 loose tags, 5 missing tags",TRUE,224
2d4acbbe,2024-11-7_MVP-LARMIX-1,4ca2c33a,166,61,11/7/24 11:12,"37 tagged oysters found, 0 loose tags, 3 missing tags",TRUE,161
34cfd1ad,2024-11-7_MVP-NH-3,6ab7c081,33,145,11/7/24 11:22,"26 tagged oysters found, 9 loose tags, 8 missing tags

we counted all shells but are well under the expected count of 235 for this bag, i think some valves may have been small enough to fall through the mesh bag if they died and split into 2 valves",TRUE,28
439a8d78,2024-11-8_MVP-LARMIX-5,a222be71,127,100,11/8/24 9:06,"12 tagged oysters found, 8 loose tags, 20 missing tags",TRUE,122
bc8ab3db,2024-11-8_MVP-TX-6,2c1bf45d,141,93,11/8/24 9:29,"20 tagged oysters found, 2 loose tags, 18 missing tags",TRUE,136
ca82628a,2024-11-8_MVP-FL-6,f5f69186,158,73,11/8/24 9:38,"27 tagged oysters found, 0 loose tags, 13 missing tags",TRUE,153
d437c857,2024-11-8_MVP-LA-6,6a4a5efe,99,117,11/8/24 9:50,"15 tagged oysters found, 5 loose tags, 20 missing tags",TRUE,94
c27d3172,2024-11-8_MVP-ME-5,ca40eea6,23,172,11/8/24 10:03,"17 tagged oysters found, 3 loose tags, 20 missing tags",TRUE,18
fd6b0448,2024-11-8_MVP-NH-6,26bf3141,19,148,11/8/24 10:12,"18 tagged oysters found, 2 loose tags, 20 missing tags",TRUE,14
7ca60670,2024-11-11_MVP-LARMIX-4,36a7a874,114,115,11/11/24 10:15,"19 tagged oysters found, 9 loose tags, 12 missing tags",TRUE,109
27640454,2024-11-11_MVP-SEEDMIX-6,8894d982,139,80,11/11/24 10:36,"24 tagged oysters found, 2 loose tags, 14 missing tags",TRUE,134
d613ec2d,2024-11-11_MVP-LOLA-6,a5917655,106,109,11/11/24 10:46,"22 tagged oysters found, 4 loose tags, 14 missing tags",TRUE,101
4fce78ad,2024-11-11_MVP-NH-5,d5555913,32,159,11/11/24 10:55,"15 tagged oysters found, 1 loose tag, 24 missing tags",TRUE,27
195ba253,2024-11-11_MVP-DEBY-4,16543236,171,42,11/11/24 11:06,"24 tagged oysters found, 4 loose tags, 12 missing tags",TRUE,166
daff4652,2024-11-11_MVP-DEBY-5,15161707,165,56,11/11/24 11:14,"26 tagged oysters found, 0 loose tags, 14 missing tags",TRUE,160
ddbf273a,2024-11-11_MVP-SEEDMIX-5,1a026d5b,137,81,11/11/24 11:21,"28 tagged oysters found, 3 loose tags, 9 missing tags",TRUE,132
eeb28253,2024-11-11_MVP-TX-4,eb43e468,113,88,11/11/24 11:33,"26 tagged oysters found, 2 loose tags, 10 missing tags",TRUE,108
c265c12f,2024-11-11_MVP-LARMIX-6,5fb1d274,103,127,11/11/24 12:55,"25 tagged oysters found, 7 loose tags, 8 missing tags",TRUE,98
43768870,2024-11-11_MVP-FL-4,214a10fd,169,56,11/11/24 13:07,"28 tagged oysters found, 0 loose tags, 16 missing tags (44 total)",TRUE,164
4b3ba2d4,2024-11-11_MVP-LA-5,a9458a4a,127,88,11/11/24 13:18,"25 found tags, 2 loose tags, 13 missing tags",TRUE,122
4a03dd4f,2024-11-11_MVP-JR-5,8b476356,170,57,11/11/24 13:29,"27 tagged oysters found, 4 loose tags, 9 missing tags",TRUE,165
64e61f14,2024-11-11_MVP-LOLA-5,b8b043b2,128,99,11/11/24 13:41,"23 tagged oysters found, 3 loose tags, 14 missing tags",TRUE,123
337b513f,2024-11-11_MVP-TX-5,459cb517,164,36,11/11/24 14:01,"19 tagged oysters found, 6 loose tags, 15 missing tags",TRUE,159
6d739d8d,2024-11-11_MVP-ME-6,f0b7aeea,11,198,11/11/24 14:10,"16 tagged oysters found, 2 loose tags, 22 missing tags",TRUE,6
b1b4b8db,2024-11-11_MVP-LOLA-4,bd86970d,90,95,11/11/24 14:19,"26 tagged oysters found, 10 loose tags, 4 missing tags",TRUE,85
4fd4a9e8,2024-11-11_MVP-NH-4,b2afd5ee,4,34,11/11/24 14:25,"5 tagged oysters found, 1 loose tag, 34 missing tags. 

All live oysters taken for CI - bag completely crashed, not returned to the water",TRUE,0
1e2c2bf0,2024-11-11_MVP-DEBY-6,c1ccef3e,192,40,11/11/24 14:32,"8 missing, 2 loose, 30 found",TRUE,187
05bc4524,2024-11-11_MVP-LA-4,100369ae,90,110,11/11/24 14:40,"30 tagged oysters found, 5 loose tags, 5 missing tags",TRUE,85
aa379cfa,2024-11-11_MVP-SEEDMIX-4,8940e43d,134,77,11/11/24 14:49,"27 tagged oysters found, 2 loose tags, 11 missing tags",TRUE,129
d5553dd6,2024-11-11_MVP-FL-5,78b3b60a,153,82,11/11/24 14:59,"19 tagged oysters found, 2 loose tags, 18 missing tags (only 39 expected)",TRUE,148
bc154017,2024-11-11_MVP-ME-4,12bc8d82,11,65,11/11/24 15:05,"10 tagged oysters found, 2 loose tags, 28 missing tags",TRUE,6
6935e8a3,2024-11-11_MVP-JR-4,ab963807,179,41,11/11/24 15:07,"27 tagged oysters found, 5 loose tags, 8 missing tags",TRUE,174
b08ac5ae,2024-11-11_MVP-JR-6,cac61fcc,155,53,11/11/24 15:18,"25 tagged oysters found, 0 loose tags, 15 missing tags",TRUE,150
7bfc4629,2025-5-19_MVP-LA-1,7e8856d8,,,5/19/25 10:16,Practice,,0
44322799,2025-5-19_MVP-FL-3,e91a188c,182,18,5/19/25 14:33,"22 or 31 tags recovered, 28 tagged and 72 not tagged oysters returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js)",,100
d06863a5,2025-5-19_MVP-NH-3,6ab7c081,23,8,5/19/25 14:57,"5 alive tags found, 15 set aside for genotyping, bag dumped (decided by kl and js)",TRUE,0
e2feb93e,2025-5-19_MVP-DEBY-2,f280e828,229,5,5/19/25 15:08,"29 alive tags found, bag dumped (decided by kl and js)",TRUE,0
46b0b9a7,2025-5-19_MVP-FL-1,815e1dab,182,8,5/19/25 15:20,"24 tags alive, 25 tagged and 75 not tagged oysters returned tge rest were dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
15204bea,2025-5-19_MVP-ME-2,98db6a1d,84,19,5/19/25 15:24,"8 alive tags + 2 dead tags recovered, bag dumped (decided by kl and js)",TRUE,0
3adc7c2b,2025-5-19_MVP-LOLA-1,40d460cc,172,25,5/19/25 15:44,25 alive + 3 loose tags found. Bag was dumped (decided by kl and js),TRUE,0
45320ed2,2025-5-19_MVP-DEBY-3,fd1a768b,202,14,5/19/25 16:01,"22 alive + 3 dead tags, bag dumped (decided by kl and js)",TRUE,0
8952da42,2025-5-19_MVP-SEEDMIX-2,05d8a409,184,5,5/19/25 16:12,"24 alive tags + 0 dead tags, bag dumped (decided by kl and js)",TRUE,0
f4949c48,2025-5-19_MVP-TX-3,885f1c3e,185,24,5/19/25 16:26,"24 alive + 2 dead tags, 25 tagged and 75 not tagged oysters returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
ac337078,2025-5-19_MVP-JR-2,58cf91df,202,2,5/19/25 16:43,"We initially mixed up this bag with larmix1 - but fixed it. 27 alive + 0 dead tags, 27 tagged and 73 not tagged oysters returned the rest were dumped to strip bags down to 100 oysters (decided by kl and js)",TRUE,100
